"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","NoGarage","NoBsmt","LotFrontageMissing","Artery","Feedr","Norm","PosA","PosN","RRAe","RRAn","RRNe","RRNn","SecondFlr","Remodeled","BrandNew","HighSeason","BedSize","RoomSize"
"160","FV",0,4447,"Pave","None","IR1","Lvl","AllPub","FR2","Gtl","Somerst","TwnhsE","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,4,2,2,0,2,0,530,530,"GasA",5,"Y",5,530,550,0,1080,0,0,2,1,2,1,3,4,1,0,1,"Attchd",2003,3,2,496,4,4,"Y",0,50,0,0,0,0,1,3,"None",0,7,2006,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","1","0","0","1",540,270
"60","FV",114,8314,"Pave","Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","1Fam","2Story",7,5,1997,1998,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",4,4,2,2,0,2,0,569,569,"GasA",5,"Y",5,854,840,0,1694,0,0,2,1,3,1,3,6,1,1,4,"BuiltIn",1997,2,1,434,4,4,"Y",0,382,0,0,110,0,1,5,"None",0,11,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",564.666666666667,282.333333333333
"20","FV",60,7180,"Pave","Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","1Fam","1Story",8,5,2001,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"PConc",4,4,2,2,0,2,0,1568,1568,"GasA",5,"Y",5,1568,0,0,1568,0,0,2,0,3,1,3,6,1,1,4,"Attchd",2001,3,2,564,4,4,"Y",0,266,0,0,0,0,1,3,"None",0,9,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",522.666666666667,261.333333333333
"190","RL",79,13110,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","2fmCon","1Story",5,6,1972,1972,"Gable","CompShg","Plywood","Plywood","BrkFace",144,2,3,"CBlock",4,4,2,7,962,2,0,191,1153,"GasA",5,"Y",5,1193,0,0,1193,1,0,2,0,2,1,2,6,1,0,1,"Attchd",1972,4,2,501,4,4,"Y",140,153,0,0,0,0,1,4,"None",0,7,2006,"WD","Normal",NA,0,0,0,"0","1","0","0","0","0","1","0","0","0","0","0","1",596.5,198.833333333333
"20","RL",78,10140,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","1Fam","1Story",7,6,1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",264,2,3,"CBlock",3,4,2,5,553,3,68,713,1334,"GasA",4,"Y",5,1334,0,0,1334,1,0,2,0,3,1,2,7,1,0,1,"Attchd",1967,3,2,477,4,4,"Y",0,20,35,0,264,0,1,3,"None",0,4,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","1","0","0","0","0","0","0",444.666666666667,190.571428571429
"20","RL",80,9600,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,4,2,6,758,2,0,293,1051,"GasA",4,"Y",5,1051,0,0,1051,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1968,3,2,504,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,7,2006,"WD","Normal",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","0","0","1",350.333333333333,175.166666666667
"60","RL",72,8640,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","2Story",5,5,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",300,2,3,"CBlock",4,3,3,6,361,4,483,56,900,"GasA",5,"Y",5,884,886,0,1770,1,0,1,1,4,1,2,7,1,0,1,"Attchd",1968,3,2,530,4,4,"Y",0,60,0,0,270,0,1,3,"Shed",455,6,2006,"WD","Normal",NA,0,0,0,"0","1","1","0","0","0","0","0","0","1","0","0","1",442.5,252.857142857143
"20","RL",78,9360,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,7,1968,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,2,3,"CBlock",3,4,4,6,760,2,0,216,976,"GasA",3,"Y",5,976,0,0,976,1,0,1,0,2,1,3,4,1,1,3,"Attchd",1968,3,2,504,4,4,"Y",94,0,0,0,0,0,1,3,"None",0,8,2006,"WD","Abnorml",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","1","0","0",488,244
"85","RL",70,8400,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","SFoyer",5,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",4,4,5,7,744,2,0,89,833,"GasA",4,"Y",5,898,0,0,898,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1968,3,1,326,4,4,"Y",143,0,0,0,0,0,1,3,"None",0,8,2006,"WD","Normal",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","0","0","0",299.333333333333,149.666666666667
"20","RL",0,9759,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",3,4,2,5,799,2,0,252,1051,"GasA",3,"Y",5,1051,0,0,1051,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1966,3,1,264,4,4,"Y",182,88,0,0,0,0,1,3,"None",0,3,2006,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","0",350.333333333333,175.166666666667
"80","RL",80,9600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","SLvl",5,7,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",140,2,3,"PConc",3,4,4,6,602,4,402,137,1141,"GasA",4,"Y",5,1141,0,0,1141,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1967,2,1,568,4,4,"Y",0,78,0,0,0,0,1,3,"None",0,7,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",380.333333333333,190.166666666667
"190","RL",80,8800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","2fmCon","1Story",6,7,1965,2000,"Hip","CompShg","BrkFace","VinylSd","None",0,2,4,"PConc",3,4,3,6,901,5,252,34,1187,"GasA",5,"Y",5,1565,0,0,1565,1,0,2,0,3,1,3,7,4,2,4,"Attchd",1965,3,1,299,4,4,"Y",200,25,211,0,0,0,1,4,"Shed",460,6,2006,"WD","Abnorml",NA,0,0,0,"0","0","1","0","0","0","1","0","0","0","1","0","1",521.666666666667,223.571428571429
"20","RL",0,10368,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","1Fam","1Story",6,6,1964,1964,"Hip","CompShg","HdBoard","HdBoard","BrkFace",112,2,3,"CBlock",3,4,2,6,260,3,748,0,1008,"GasA",5,"Y",5,1488,0,0,1488,1,0,1,1,3,1,2,7,1,1,5,"Attchd",1964,4,2,430,4,4,"Y",154,60,0,0,0,0,1,3,"None",0,4,2006,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","0",496,212.571428571429
"60","RL",85,9350,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","2Story",5,6,1964,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,6,360,2,0,360,720,"GasA",4,"Y",5,720,720,0,1440,0,0,1,1,4,1,2,7,1,1,2,"Attchd",1964,4,2,480,4,4,"Y",0,32,240,0,0,0,1,3,"None",0,7,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","0","0","1",360,205.714285714286
"20","RL",80,10800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,7,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",88,2,3,"CBlock",3,4,2,6,632,2,0,616,1248,"GasA",5,"Y",5,1248,0,0,1248,1,0,1,0,3,1,2,6,1,0,1,"Attchd",1960,2,1,286,4,4,"Y",0,0,0,0,0,0,1,4,"None",0,5,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",416,208
"30","RL",60,8550,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,8,1934,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,4,2,5,574,2,0,242,816,"GasA",5,"Y",5,816,0,0,816,1,0,1,0,2,1,2,4,1,1,3,"Attchd",1949,2,1,240,4,4,"Y",228,0,40,0,0,0,1,4,"None",0,7,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",408,204
"20","RL",68,9724,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,7,1947,1950,"Hip","CompShg","BrkFace","BrkFace","None",0,2,3,"CBlock",3,4,2,2,0,2,0,938,938,"GasA",5,"Y",5,1043,0,0,1043,0,0,1,0,2,1,2,5,1,1,5,"Detchd",1947,2,1,273,4,4,"Y",125,48,0,0,0,0,1,2,"None",0,5,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",521.5,208.6
"20","RL",80,9600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,6,1961,1990,"Gable","CompShg","WdShing","Wd Shng","None",0,2,3,"CBlock",3,4,3,5,915,2,0,336,1251,"GasA",3,"Y",5,1433,0,0,1433,1,0,1,0,3,1,2,7,4,1,5,"Attchd",1961,2,2,441,4,4,"Y",144,0,205,0,0,0,1,3,"None",0,6,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",477.666666666667,204.714285714286
"20","RL",89,10858,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","1Story",5,6,1952,1952,"Gable","CompShg","Wd Sdng","Plywood","Stone",150,2,4,"CBlock",3,4,3,3,40,2,0,1404,1444,"GasA",5,"Y",5,1624,0,0,1624,1,0,1,0,2,1,2,6,4,1,5,"Attchd",1952,3,1,240,4,4,"Y",0,40,324,0,0,0,1,4,"None",0,7,2006,"WD","Partial",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","0","0","1",812,270.666666666667
"20","RL",80,9600,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,5,1951,1951,"Gable","CompShg","HdBoard","HdBoard","Stone",144,2,3,"CBlock",3,4,2,6,996,2,0,60,1056,"GasA",5,"Y",4,1216,0,0,1216,1,0,1,0,3,1,2,7,1,0,1,"Attchd",1951,3,1,280,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,5,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",405.333333333333,173.714285714286
"60","RL",79,9462,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","2Story",5,6,1949,1973,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,4,2,2,0,2,0,704,704,"GasA",4,"Y",4,1024,704,0,1728,0,0,1,1,3,1,2,7,4,1,5,"Attchd",1949,2,1,234,4,4,"Y",245,60,0,0,0,0,1,4,"None",0,7,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","1",576,246.857142857143
"20","RL",82,9888,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,6,1954,1975,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"CBlock",3,4,2,5,486,2,0,450,936,"GasA",3,"Y",4,936,0,0,936,0,0,1,0,2,1,2,5,1,0,1,"Attchd",1954,2,1,240,4,4,"Y",0,0,160,0,0,0,1,4,"None",0,3,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",468,187.2
"90","RL",0,8917,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Duplex","1Story",5,5,1967,1967,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",3,4,2,2,0,2,0,1584,1584,"GasA",3,"Y",5,1584,0,0,1584,0,0,2,0,4,2,2,8,1,0,1,"Detchd",1967,2,2,506,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,10,2006,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","0",396,198
"80","RL",0,12700,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","SLvl",6,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,6,939,2,0,307,1246,"GasA",3,"Y",5,1246,0,0,1246,1,0,1,0,3,1,2,6,1,2,5,"Attchd",1964,3,2,441,4,4,"Y",0,69,0,0,0,0,1,3,"None",0,11,2006,"WD","Normal",NA,0,0,1,"0","0","1","0","0","0","0","0","0","0","0","0","0",415.333333333333,207.666666666667
"20","RL",109,9723,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","1Story",6,7,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",332,2,3,"CBlock",3,4,2,2,0,2,0,1008,1008,"GasA",3,"Y",5,1008,0,0,1008,0,0,1,0,2,1,2,5,1,0,1,"Attchd",1963,3,2,430,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,10,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",504,201.6
"20","RL",70,8400,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","BrkFace","BrkFace","None",0,2,3,"CBlock",2,4,3,5,623,2,0,556,1179,"GasA",4,"Y",5,1364,0,0,1364,0,0,1,1,3,1,2,6,1,1,5,"Attchd",1957,3,1,331,4,4,"Y",0,60,0,0,0,0,1,5,"None",0,3,2006,"WD","Normal",NA,0,0,0,"0","1","1","0","0","0","0","0","0","0","0","0","0",454.666666666667,227.333333333333
"20","RL",0,9610,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","1Story",6,6,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",632,2,3,"CBlock",3,4,2,4,203,2,0,918,1121,"GasA",5,"Y",4,1336,0,0,1336,0,0,1,1,3,1,2,7,1,1,4,"Attchd",1958,3,2,488,4,4,"Y",80,0,0,0,0,0,1,3,"None",0,12,2006,"WD","Normal",NA,0,0,1,"0","1","1","0","0","0","0","0","0","0","0","0","0",445.333333333333,190.857142857143
"80","RL",125,10000,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","SLvl",5,6,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",272,2,3,"CBlock",3,4,4,5,678,4,281,99,1058,"GasA",5,"Y",5,1370,0,0,1370,1,0,1,0,3,1,2,6,1,1,4,"Basment",1956,3,1,300,4,4,"Y",191,0,0,0,120,0,1,4,"None",0,2,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",456.666666666667,228.333333333333
"20","RL",72,10152,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,6,1956,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,4,4,5,914,2,0,210,1124,"GasA",5,"Y",5,1124,0,0,1124,1,0,1,0,3,1,2,6,1,1,4,"Attchd",1956,4,1,353,4,4,"Y",0,211,180,0,142,0,1,3,"None",0,5,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",374.666666666667,187.333333333333
"20","RL",70,8092,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,8,1954,2000,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",176,2,4,"CBlock",3,4,2,6,824,2,0,226,1050,"GasA",5,"Y",5,1050,0,0,1050,1,0,1,0,3,1,3,6,1,0,1,"Attchd",1954,3,1,286,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,6,2006,"WD","Abnorml",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",350,175
"20","RL",66,12778,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,6,1952,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,4,2,7,658,2,0,350,1008,"GasA",5,"Y",4,1008,0,0,1008,1,0,1,0,2,1,2,4,1,0,1,"Attchd",1952,3,1,280,4,4,"Y",0,154,0,0,0,0,1,4,"None",0,1,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",504,252
"20","RL",75,10170,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","1Story",6,6,1951,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",522,2,3,"CBlock",3,4,2,2,0,2,0,216,216,"GasA",3,"Y",5,1575,0,0,1575,0,0,1,1,2,1,3,5,1,1,5,"Attchd",1951,2,2,400,4,4,"Y",0,0,0,0,0,0,1,3,"None",0,6,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",787.5,315
"80","RL",55,7700,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","SLvl",5,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",4,4,2,5,271,2,0,30,301,"GasA",5,"Y",4,1145,0,0,1145,0,0,1,0,3,1,2,6,5,0,1,"Detchd",1993,2,2,684,4,4,"Y",0,0,0,0,0,0,1,2,"None",0,9,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",381.666666666667,190.833333333333
"20","RL",65,11050,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"CBlock",3,4,2,3,488,2,0,517,1005,"GasA",5,"Y",5,1005,0,0,1005,0,0,1,0,2,1,2,6,1,1,4,"Attchd",1956,2,1,319,4,4,"Y",0,0,0,0,288,0,1,3,"None",0,7,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",502.5,167.5
"20","RL",80,13600,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,6,1955,1955,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,4,2,4,144,5,912,0,1056,"GasA",4,"Y",5,1056,0,0,1056,1,0,1,1,3,1,2,6,1,0,1,"Attchd",1955,4,1,300,4,4,"Y",0,0,0,0,0,0,1,4,"Shed",650,11,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","0",352,176
"20","RL",85,15428,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,6,1951,1991,"Hip","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,4,2,4,741,2,0,143,884,"GasA",5,"Y",5,884,0,0,884,1,0,1,0,2,1,2,4,1,0,1,"Attchd",1951,4,1,270,4,4,"Y",0,0,0,0,195,0,1,3,"None",0,6,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",442,221
"30","RL",118,21299,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",7,5,1941,1963,"Hip","WdShake","BrkFace","BrkFace","None",0,3,3,"CBlock",3,4,2,2,0,2,0,929,929,"GasA",5,"Y",5,2039,0,0,2039,1,0,1,1,3,1,2,7,4,3,5,"2Types",1941,2,3,791,4,4,"Y",0,0,90,0,0,0,1,3,"None",0,12,2006,"COD","Abnorml",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",679.666666666667,291.285714285714
"20","RL",70,13300,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",5,5,1956,2001,"Hip","CompShg","Wd Sdng","VinylSd","None",0,2,3,"CBlock",3,4,2,4,494,2,0,521,1015,"GasA",4,"Y",5,1384,0,0,1384,1,0,1,0,2,1,2,6,4,0,1,"Attchd",2001,2,2,896,4,4,"Y",75,0,0,323,0,0,1,3,"Shed",400,6,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",692,230.666666666667
"190","RL",94,22136,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","OldTown","2fmCon","1.5Fin",5,5,1925,1975,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",3,4,3,7,1018,2,0,1153,2171,"GasA",3,"Y",5,1392,1248,0,2640,2,0,2,1,5,1,2,10,2,1,5,"Attchd",1977,3,3,1008,4,4,"N",631,48,148,0,0,0,1,3,"None",0,7,2006,"WD","Normal",NA,0,0,0,"1","0","1","0","0","0","0","0","0","1","1","0","1",528,264
"50","RL",50,7500,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1.5Fin",6,6,1947,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",3,4,2,2,0,2,0,784,784,"GasA",5,"Y",4,900,412,0,1312,0,0,1,1,3,1,2,6,1,0,1,"Detchd",1953,2,2,649,4,4,"Y",0,28,0,0,0,0,1,3,"None",0,10,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",437.333333333333,218.666666666667
"30","RL",60,10410,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","1Fam","1Story",3,8,1930,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,2,4,"PConc",3,4,2,2,0,2,0,713,713,"GasA",5,"Y",5,713,0,0,713,0,0,1,0,2,1,3,5,1,0,1,"Detchd",1936,2,1,371,3,3,"N",0,75,161,0,0,0,1,3,"None",0,10,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","0",356.5,142.6
"30","RL",60,10914,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",3,3,1929,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,4,3,2,0,2,0,715,715,"GasA",2,"N",2,715,0,0,715,0,0,1,0,2,1,2,4,1,0,1,"Detchd",1967,2,2,660,3,4,"N",0,0,75,0,112,0,1,3,"None",0,8,2006,"WD","Normal",NA,0,0,0,"1","0","1","0","0","0","0","0","0","0","1","0","0",357.5,178.75
"50","RL",60,7008,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","OldTown","1Fam","1.5Fin",4,8,1900,1998,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"BrkTil",2,3,2,2,0,2,0,448,448,"GasA",5,"Y",5,448,272,0,720,0,0,1,0,1,1,1,5,1,0,1,"Attchd",1900,2,1,280,3,4,"Y",0,0,70,0,0,0,1,3,"None",0,3,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",720,144
"70","RL",60,7200,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","1Fam","2Story",6,8,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,5,"CBlock",3,4,2,4,338,2,0,325,663,"GasA",5,"Y",5,774,821,0,1595,0,0,2,0,3,1,2,7,1,1,5,"Detchd",1974,2,2,528,4,4,"Y",49,0,231,0,0,0,1,3,"None",0,4,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",531.666666666667,227.857142857143
"50","RL",60,10818,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","1Fam","1.5Fin",4,4,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"BrkTil",2,4,2,2,0,2,0,1077,1077,"GasA",3,"Y",4,981,779,0,1760,0,0,1,1,4,1,2,7,1,1,4,"Detchd",1935,2,2,648,3,4,"Y",120,0,96,0,0,0,1,3,"None",0,2,2006,"COD","Abnorml",NA,0,0,0,"0","0","1","0","0","0","0","0","0","1","1","0","0",440,251.428571428571
"80","RL",83,10184,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","SLvl",6,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",379,2,3,"CBlock",3,4,4,6,580,2,0,503,1083,"GasA",3,"Y",5,1146,0,0,1146,0,1,1,0,3,1,2,6,1,1,5,"Attchd",1963,2,1,294,4,4,"Y",345,75,0,0,0,0,1,3,"None",0,6,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","0","0","1",382,191
"20","RL",77,9510,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,5,1962,1985,"Gable","CompShg","HdBoard","HdBoard","BrkCmn",161,2,3,"CBlock",3,4,2,6,701,2,0,434,1135,"GasA",5,"Y",5,1207,0,0,1207,0,0,1,1,3,1,2,6,1,0,1,"Attchd",1962,3,1,264,4,4,"Y",0,240,0,0,0,0,1,3,"None",0,5,2006,"WD","Normal",NA,0,0,0,"0","0","1","0","0","0","0","0","0","0","1","0","1",402.333333333333,201.166666666667
"20","RL",80,10800,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","NAmes","1Fam","1Story",6,6,1961,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",104,2,3,"CBlock",3,4,2,4,913,2,0,400,1313,"GasA",3,"Y",5,1773,0,0,1773,1,0,2,0,3,1,2,6,5,2,4,"Attchd",1961,3,2,418,4,4,"Y",355,98,0,0,144,0,1,3,"None",0,8,2006,"WD","Normal",NA,0,0,0,"0","0","1","1","0","0","0","0","0","0","1","0","0",591,295.5
"20","RL",86,11650,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","NAmes","1Fam","1Story",7,5,1959,1959,"Hip","CompShg","Plywood","Plywood","BrkCmn",58,2,3,"Slab",1,1,1,1,0,1,0,0,0,"GasA",4,"Y",4,1472,0,0,1472,0,0,2,0,2,1,3,5,1,1,5,"Attchd",1959,2,2,484,4,4,"Y",0,68,0,0,227,0,1,3,"None",0,6,2006,"WD","Normal",NA,0,1,0,"0","0","1","1","0","0","0","0","0","0","0","0","1",736,294.4
